,Plant Name,Other Names,Plant Type,Plant Size,Growing Zones,Rainfall,Summer Rainfall,Sun,Moisture,Soil,Coldest Month,Hottest Month,Cold Tolerance,Humidity,Elevation,Uses,Flower Color,Ease of Care,Sightings,Image,Calscape url
207,Pseudognaphalium beneolens,"Botanical Names: Gnaphalium canescens ssp. beneolens,Pseudognaphalium canescens ssp. beneolens,Pseudognaphalium bicolor,Gnaphalium bicolor,Gnaphalium canescens ssp. beneolens;Pseudognaphalium canescens ssp. beneolens",Perennial herb,4 ft tall,,"3.0"" - 112.9""","0.14"" - 3.81""",,,," 30.1"" - 58.3"""," 54.7"" - 87.7""",,"0.42"" - 37.81""","0"" - 7890""","Butterfly Gardens, Bee Gardens","Cream,  White",,381,https://inaturalist-open-data.s3.amazonaws.com/photos/14023525/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Pseudognaphalium-beneolens-(Fragrant-Everlasting)?srchcr=sc61b191ec81c14"
208,Trifolium gracilentum,Common Names: Slender Clover,Annual herb,,,"5.8"" - 63.8""","0.14"" - 2.60""",Full Sun,Moderate - High,," 34.4"" - 57.4"""," 58.1"" - 80.9""",,"0.23"" - 31.09""","-32"" - 6188""",Bee Gardens,"Purple,  Pink",,118,https://inaturalist-open-data.s3.amazonaws.com/photos/3412724/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Trifolium-gracilentum-(Pinpoint-Clover)?srchcr=sc61b191ec81c14"
209,Suaeda taxifolia,"Common Names: Seepweed, Woolly Sea-blite, Woolly Seablite",Shrub,5 ft tall,,"4.8"" - 23.6""","0.15"" - 0.67""",Full Sun,Low,," 48.1"" - 59.1"""," 60.2"" - 87.7""",,"0.94"" - 38.56""","-59"" - 1336""",,"Yellow,  Red",,572,https://static.inaturalist.org/photos/5791562/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Suaeda-taxifolia-(Seablite)?srchcr=sc61b191ec81c14"
210,Rumex salicifolius,Common Names: Willow-leaved Dock,Perennial Herb,1 - 3 ft tall,,"3.6"" - 94.6""","0.14"" - 3.26""","Full Sun, Part Shade",Moderate - High,," 19.3"" - 59.1"""," 41.2"" - 88.3""",,"0.29"" - 40.53""","-253"" - 11332""",Butterfly Gardens,,Moderately Easy,2209,https://inaturalist-open-data.s3.amazonaws.com/photos/1937151/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Rumex-salicifolius-(Willow-Dock)?srchcr=sc61b191ec81c14"
211,Isocoma menziesii var. decumbens,,Shrub,,,"8.7"" - 17.8""","0.16"" - 1.30""",Full Sun,Moderate - High,," 42.9"" - 56.9"""," 63.8"" - 78.6""",,"1.37"" - 23.90""","0"" - 3894""",Bee Gardens,Yellow,Moderately Easy,6990,https://inaturalist-open-data.s3.amazonaws.com/photos/53759750/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Isocoma-menziesii-var.-decumbens-(Menzies\'-Goldenbush)?srchcr=sc61b191ec81c14"
212,Typha domingensis,,Perennial herb,13 ft tall,,"2.6"" - 67.8""","0.15"" - 2.69""",Full Sun,Moderate - High,," 34.7"" - 61.6"""," 61.1"" - 89.7""",,"0.49"" - 41.23""","-232"" - 6764""",Bogs and Ponds,,,4302,https://static.inaturalist.org/photos/62884561/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Typha-domingensis-(Southern-Cattail)?srchcr=sc61b191ec81c14"
213,Trifolium ciliolatum,Common Names: Tree Clover,Annual herb,,,"6.0"" - 64.9""","0.14"" - 2.84""",Full Sun,Low,," 31.9"" - 56.3"""," 57.2"" - 81.3""",,"0.32"" - 33.87""","-247"" - 6255""",Bee Gardens,,,260,https://inaturalist-open-data.s3.amazonaws.com/photos/18933/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Trifolium-ciliolatum-(Foothill-Clover)?srchcr=sc61b191ec81c14"
214,Sanicula arguta,Common Names: Sharptooth Blacksnakeroot,Perennial herb,1.6 ft tall,,"5.7"" - 34.1""","0.14"" - 2.22""",,,," 39.4"" - 57.7"""," 60.4"" - 80.6""",,"0.80"" - 28.75""","-3814"" - 6914""",,Yellow,,477,https://static.inaturalist.org/photos/285415/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Sanicula-arguta-(Sharptooth-Sanicle)?srchcr=sc61b191ec81c14"
215,Pterostegia drymarioides,"Common Names: Fairy Bowties, Fairy Mist, Woodland Pterostegia",Annual herb,,,"3.4"" - 59.6""","0.14"" - 2.95""",,,," 24.6"" - 60.6"""," 45.5"" - 87.9""",,"0.51"" - 39.91""","-141"" - 11310""",,Pink,,883,https://static.inaturalist.org/photos/3480735/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Pterostegia-drymarioides-(Woodland-Threadstem)?srchcr=sc61b191ec81c14"
216,Castilleja exserta ssp. exserta,"Common Names: Common Owl's Clover, Exserted Indian Paintbrush, Purple Owl's Clover",Annual Herb,,,"4.9"" - 68.1""","0.14"" - 2.98""",,,," 36.4"" - 58.8"""," 57.6"" - 87.5""",,"0.44"" - 38.31""","0"" - 6129""","Butterfly Gardens, Bee Gardens","Lavender,  Purple",Moderately Easy,6765,https://static.inaturalist.org/photos/84994103/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Castilleja-exserta-ssp.-exserta-(Pale-Purple-Owlclover)?srchcr=sc61b191ec81c14"
217,Hazardia squarrosa var. grindelioides,Botanical Names: Haplopappus squarosus ssp. grindelioides,Shrub,4 ft tall4 ft wide,,"9.9"" - 44.4""","0.14"" - 2.82""",Full Sun,"Very Low, Low","Tolerates a variety of soils, including clay and sand. Tolerates Serpentine Soil. Soil PH: 6.0 - 7.5"," 33.5"" - 56.8"""," 61.0"" - 80.0""",Tolerates cold to 15° F,"0.77"" - 28.33""","-30"" - 7419""",,"Orange,  Yellow",,2346,https://inaturalist-open-data.s3.amazonaws.com/photos/5386878/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Hazardia-squarrosa-var.-grindelioides-(Saw-Toothed-Goldenbush)?srchcr=sc61b191ec81c14"
218,Emmenanthe penduliflora,"Common Names: Whisperingbells, Yellow Whispering Bells",Annual herb,0.16 - 2.8 ft tall,,"2.9"" - 58.8""","0.15"" - 2.95""",Full Sun,Very Low,," 30.5"" - 59.4"""," 58.4"" - 88.8""",,"0.51"" - 39.25""","1"" - 8167""",,"Pink,  Yellow",Moderately Easy,2723,https://inaturalist-open-data.s3.amazonaws.com/photos/72169424/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Emmenanthe-penduliflora-(Whispering-Bells)?srchcr=sc61b191ec81c14"
219,Navarretia hamata,Common Names: Hooked Pincushionplant,Annual herb,3.1 - 11.8 in tall12 in wide,,"8.8"" - 59.0""","0.14"" - 2.42""",Full Sun,"Extremely Low, Very Low",sandy," 36.0"" - 57.2"""," 58.8"" - 80.2""",Tolerates cold to 20 - 30° F,"0.45"" - 28.61""","22"" - 7631""",,"Cream,  Lavender,  Pink,  Purple",,931,https://inaturalist-open-data.s3.amazonaws.com/photos/41507651/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Navarretia-hamata-(Hooked-Navarretia)?srchcr=sc61b191ec81c14"
220,Camissoniopsis micrantha,"Botanical Names: Camissonia micranthaCommon Names: Miniature Suncup, Small-flowered Evening Primrose",Annual herb,1 - 2 ft tall,,"3.8"" - 48.8""","0.14"" - 1.99""",Full Sun,Low,," 37.1"" - 57.3"""," 59.6"" - 87.0""",,"0.44"" - 37.84""","-245"" - 5526""",,Yellow,,649,https://inaturalist-open-data.s3.amazonaws.com/photos/3237873/small.JPG,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Camissoniopsis-micrantha-(Small-Flowered-Evening-Primrose)?srchcr=sc61b191ec81c14"
221,Epilobium ciliatum,"Common Names: American Willowherb, Fringed Willowherb, Northern Willow-herb, Slender Willow-herb",Perennial herb,1.6 - 6 ft tall,,"4.1"" - 158.0""","0.14"" - 5.80""",Full Sun,"Low, Moderate - High",," 19.0"" - 56.6"""," 42.2"" - 87.2""",,"0.01"" - 38.66""","-75"" - 12554""","Bird Gardens, Hummingbird Gardens","Pink,  White,  Purple",,9848,https://inaturalist-open-data.s3.amazonaws.com/photos/1235663/small.,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Epilobium-ciliatum-(Northern-Willow-Herb)?srchcr=sc61b191ec81c14"
222,Erigeron foliosus,Common Names: Hartweg's Fleabane,Perennial herb,0.7 - 3.3 ft tall,,"4.1"" - 158.4""","0.14"" - 6.12""",Part Shade,,," 24.3"" - 57.7"""," 48.9"" - 86.2""",,"0.05"" - 37.09""","-3814"" - 10562""","Groundcovers, Bee Gardens","White,  Yellow",Moderately Easy,2003,https://inaturalist-open-data.s3.amazonaws.com/photos/16760/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Erigeron-foliosus-(Leafy-Fleabane)?srchcr=sc61b191ec81c14"
223,Mentzelia micrantha,,Annual herb,0.33 - 2.6 ft tall,,"8.7"" - 76.6""","0.15"" - 1.88""","Full Sun,  Part Shade",Low,," 36.5"" - 57.2"""," 60.8"" - 80.2""",,"0.84"" - 28.18""","4"" - 7518""",Bee Gardens,Yellow,,202,https://static.inaturalist.org/photos/208967/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Mentzelia-micrantha-(San-Luis-Blazingstar)?srchcr=sc61b191ec81c14"
224,Acmispon maritimus,"Botanical Names: Lotus salsuginosusCommon Names: Coastal Bird's-foot Trefoil, Humble Trefoil, Maresfat",Annual herb,0.16 - 1.6 ft tall,,"3.1"" - 40.9""","0.14"" - 1.69""","Full Sun,  Part Shade",,," 39.9"" - 62.7"""," 62.6"" - 88.3""",,"0.64"" - 42.46""","-3814"" - 3894""",,Yellow,,665,https://static.inaturalist.org/photos/211878/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Acmispon-maritimus-(Coastal-Lotus)?srchcr=sc61b191ec81c14"
225,Mimulus brevipes,"Botanical Names: Diplacus brevipesCommon Names: Wide-throated Yellow Monkey-flower, Widethroat Yellow Monkeyflower",Annual herb,0.16 - 2.6 ft tall,,"7.0"" - 53.4""","0.19"" - 3.19""",Full Sun,,," 24.3"" - 56.2"""," 49.2"" - 82.9""",,"0.93"" - 34.31""","33"" - 9504""","Hummingbird Gardens, Bird Gardens, Butterfly Gardens, Bee Gardens",Yellow,Moderately Easy,1062,https://inaturalist-open-data.s3.amazonaws.com/photos/44729/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Mimulus-brevipes-(Wide-Throated-Yellow-Monkeyflower)?srchcr=sc61b191ec81c14"
226,Camissoniopsis bistorta,"Botanical Names: Camissonia bistortaCommon Names: California Suncup, Southern Suncup",Annual herb,1.6 - 2.6 ft tall,,"4.3"" - 37.0""","0.15"" - 2.69""",Full Sun,,," 31.9"" - 58.7"""," 57.6"" - 86.5""",,"1.24"" - 39.26""","0"" - 8348""",,"Yellow,  Red",Moderately Easy,1624,https://static.inaturalist.org/photos/263431/small.JPG,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Camissoniopsis-bistorta-(California-Sun-Cup)?srchcr=sc61b191ec81c14"
227,Cryptantha muricata,Common Names: Pointed Cryptantha,Annual herb,4 - 6 in tall,,"3.9"" - 61.5""","0.14"" - 3.08""",Part Shade,,," 24.5"" - 59.6"""," 47.8"" - 87.9""",,"0.59"" - 38.77""","-3814"" - 10562""",Bee Gardens,White,,153,https://inaturalist-open-data.s3.amazonaws.com/photos/847012/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Cryptantha-muricata-(Prickly-Popcorn-Flower)?srchcr=sc61b191ec81c14"
228,Horkelia cuneata,"Common Names: Wedge-leaf Horkelia, Wedge-leaved Horkelia, Wedgeleaf Horkelia",Perennial herb,0.7 - 2.3 ft tall,,"10.7"" - 58.6""","0.17"" - 2.11""",Full Sun,,," 22.6"" - 56.5"""," 45.9"" - 80.2""",,"0.41"" - 26.19""","2"" - 10260""","Groundcovers, Bee Gardens","Pink,  Red,  White",,465,https://static.inaturalist.org/photos/209362/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Horkelia-cuneata-(Wedge-Leaf-Horkelia)?srchcr=sc61b191ec81c14"
229,Agrostis exarata,"Botanical Names: Agrostis exarata var. monolepisCommon Names: Pacific Bentgrass, Spike Redtop",Grasses,1 - 3.3 ft tall,,"5.0"" - 152.5""","0.15"" - 5.82""","Full Sun,  Part Shade",,"Adaptable, tolerant of sand, loam and clay"," 10.0"" - 61.0"""," 33.4"" - 88.0""",,"0.01"" - 41.78""","-3"" - 14090""",,Yellow,,100,https://inaturalist-open-data.s3.amazonaws.com/photos/19749178/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Agrostis-exarata-(Spike-Bentgrass)?srchcr=sc61b191ec81c14"
230,Nasturtium officinale,"Botanical Names: Rorippa nasturtium-aquaticumCommon Names: Water Cress, Water-cress",Perennial herb,,,"4.9"" - 121.0""","0.15"" - 3.57""",Full Sun,,," 23.8"" - 58.4"""," 44.6"" - 87.1""",,"0.03"" - 37.68""","-38"" - 10600""",Bogs and Ponds,"White,  Green",,10042,https://inaturalist-open-data.s3.amazonaws.com/photos/8412562/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Nasturtium-officinale-(Watercress)?srchcr=sc61b191ec81c14"
231,Baccharis plummerae,,Shrub,3.5 - 7 ft tall,,"4.1"" - 35.1""","0.15"" - 1.24""","Full Sun,  Part Shade",,," 43.6"" - 56.3"""," 59.7"" - 85.4""",,"0.94"" - 36.42""","-110"" - 4252""","Hedges, Butterfly Gardens, Bee Gardens","Cream,  White",Moderately Easy,243,https://inaturalist-open-data.s3.amazonaws.com/photos/266559/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Baccharis-plummerae-(Plummer\'s-Baccharis)?srchcr=sc61b191ec81c14"
232,Linanthus dianthiflorus,"Common Names: Fringedlinanthus, Ground Pink",Annual herb,1.9 - 7.9 in tall,,"2.5"" - 34.0""","0.14"" - 2.31""",Full Sun,,," 39.9"" - 61.2"""," 65.2"" - 90.0""",,"1.15"" - 47.02""","-131"" - 6109""",,"Pink,  White,  Yellow",,1085,https://static.inaturalist.org/photos/28310338/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Linanthus-dianthiflorus-(Fringed-Linanthus)?srchcr=sc61b191ec81c14"
233,Camissoniopsis pallida,"Botanical Names: Camissonia pallidaCommon Names: Pale Yellow Sun Cup, Pale Yellow Suncup",Annual herb,2 ft tall,,"3.0"" - 24.6""","0.22"" - 2.23""","Full Sun,  Part Shade",,," 37.7"" - 59.5"""," 60.5"" - 88.8""",,"2.49"" - 39.46""","-15"" - 8174""",,Yellow,,675,https://inaturalist-open-data.s3.amazonaws.com/photos/1834485/small.JPG,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Camissoniopsis-pallida-(Paleyellow-Suncup)?srchcr=sc61b191ec81c14"
234,Cardionema ramosissimum,"Common Names: Sand-mat, Sandmat",Perennial herb,1 ft tall,,"9.4"" - 103.6""","0.14"" - 3.35""",Full Sun,,," 39.9"" - 56.6"""," 56.9"" - 77.8""",,"0.32"" - 23.17""","-2"" - 4574""",,,,1103,https://inaturalist-open-data.s3.amazonaws.com/photos/43382/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Cardionema-ramosissimum-(Sandcarpet)?srchcr=sc61b191ec81c14"
235,Papaver californicum,Common Names: Fire Poppy,Annual herb,1 - 2 ft tall,,"3.0"" - 59.6""","0.15"" - 1.45""","Full Sun,  Part Shade",,," 40.9"" - 58.6"""," 61.6"" - 88.8""",,"0.82"" - 39.46""","-15"" - 6774""",,"Orange,  Green",Moderately Easy,388,https://static.inaturalist.org/photos/7225837/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Papaver-californicum-(Western-Poppy)?srchcr=sc61b191ec81c14"
236,Camissoniopsis cheiranthifolia ssp. cheiranthifolia,"Botanical Names: Camissonia cheiranthifolia ssp. cheiranthifoliaCommon Names: Beach Primrose, Beach Suncup","Annual herb, Perennial herb",,,"8.6"" - 69.3""","0.15"" - 2.25""",Full Sun,,," 41.4"" - 57.5"""," 55.4"" - 77.1""",,"0.04"" - 23.71""","-140"" - 3788""",,Yellow,,4103,https://inaturalist-open-data.s3.amazonaws.com/photos/11555/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Camissoniopsis-cheiranthifolia-ssp.-cheiranthifolia-(Beach-Evening-Primrose)?srchcr=sc61b191ec81c14"
237,Calystegia macrostegia ssp. macrostegia,"Common Names: Island False Bindweed, Island Morning-glory, Island Morningglory","Perennial herb, Shrub, Vine",,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","8.2"" - 52.0""","0.14"" - 1.89""",Full Sun,,," 34.9"" - 57.6"""," 59.6"" - 79.5""",,"0.85"" - 27.74""","-23"" - 6217""",Bee Gardens,,Moderately Easy,5558,https://inaturalist-open-data.s3.amazonaws.com/photos/3195315/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Calystegia-macrostegia-ssp.-macrostegia-(Island-Morning-Glory)?srchcr=sc61b191ec81c14"
238,Senecio flaccidus var. douglasii,"Common Names: Bush Senecio, Douglas' Ragwort, Douglas' Shrubby Ragwort",Shrub,5 ft tall,,"3.9"" - 51.2""","0.14"" - 4.37""",Full Sun,,," 21.6"" - 56.6"""," 42.8"" - 85.0""",,"0.68"" - 36.22""","3"" - 11596""",,Yellow,Moderately Easy,2231,https://inaturalist-open-data.s3.amazonaws.com/photos/15582020/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Senecio-flaccidus-var.-douglasii-(Douglas\'-Groundsel)?srchcr=sc61b191ec81c14"
239,Atriplex lentiformis ssp. lentiformis,,Shrub,10 ft tall,,"2.5"" - 23.8""","0.15"" - 1.32""",Full Sun,,," 42.4"" - 60.7"""," 66.3"" - 89.5""",,"1.00"" - 43.14""","-224"" - 3706""",Hedges,"Green,  Cream",Moderately Easy,2800,https://inaturalist-open-data.s3.amazonaws.com/photos/1109549/small.JPG,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Atriplex-lentiformis-ssp.-lentiformis-(Big-Saltbush)?srchcr=sc61b191ec81c14"
240,Verbena lasiostachys var. lasiostachys,,Perennial herb,2.6 ft tall,,"8.0"" - 77.3""","0.14"" - 2.36""",Full Sun,,," 26.0"" - 56.4"""," 51.0"" - 80.6""",,"0.09"" - 27.91""","-253"" - 8643""","Hummingbird Gardens, Bird Gardens, Bee Gardens",Pink,,2872,https://inaturalist-open-data.s3.amazonaws.com/photos/5355/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Verbena-lasiostachys-var.-lasiostachys-(Western-Vervain)?srchcr=sc61b191ec81c14"
241,Cercocarpus betuloides var. betuloides,,Shrub,3.3 - 26 ft tall,,"4.3"" - 95.5""","0.14"" - 3.08""","Full Sun,  Part Shade",,," 26.0"" - 56.6"""," 47.6"" - 84.2""",,"0.35"" - 35.59""","13"" - 9839""","Bank Stabilization, Bird Gardens","Cream,  White",Moderately Easy,4360,https://inaturalist-open-data.s3.amazonaws.com/photos/62842220/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Cercocarpus-betuloides-var.-betuloides-(Mountain-Mahogany)?srchcr=sc61b191ec81c14"
242,Stachys ajugoides,Botanical Names: Stachys ajugoides var. ajugoidesCommon Names: Bugle Hedgenettle,Perennial herb,0.33 - 1 ft tall,,"4.8"" - 125.9""","0.16"" - 4.23""",Full Sun,,," 27.8"" - 58.8"""," 47.3"" - 87.5""",,"0.01"" - 38.31""","-23"" - 8910""","Hummingbird Gardens, Bird Gardens, Bee Gardens",Pink,,433,https://inaturalist-open-data.s3.amazonaws.com/photos/3447128/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Stachys-ajugoides-(Ajuga-Hedge-Nettle)?srchcr=sc61b191ec81c14"
243,Pseudognaphalium biolettii,"Common Names: Two-color Rabbit-tobacco, Twocolor Cudweed",Perennial herb,4 ft tall,,"3.9"" - 54.8""","0.14"" - 1.50""",Full Sun,,," 40.6"" - 62.7"""," 60.4"" - 87.1""",,"0.47"" - 38.18""","0"" - 3761""","Butterfly Gardens, Bee Gardens","Cream,  White",,3003,https://static.inaturalist.org/photos/13907553/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Pseudognaphalium-biolettii-(Bicolored-Everlasting)?srchcr=sc61b191ec81c14"
244,Eriophyllum confertiflorum var. confertiflorum,"Common Names: Goldenhills, White Brittlebush","Annual herb, Perennial herb, Shrub",2.3 ft tall,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)', 'USDA Zone 11: above 4.5 °C (40 °F)']","5.7"" - 119.3""","0.14"" - 4.07""",Full Sun,,," 19.6"" - 57.3"""," 41.1"" - 86.3""",,"0.42"" - 37.96""","0"" - 11398""",Bee Gardens,Yellow,,8686,https://inaturalist-open-data.s3.amazonaws.com/photos/3067259/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Eriophyllum-confertiflorum-var.-confertiflorum-(Yellow-Yarrow)?srchcr=sc61b191ec81c14"
245,Penstemon heterophyllus var. australis,Common Names: Foothill Beardtongue,Perennial herb,0.8 - 4.9 ft tall,"['USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","7.6"" - 58.3""","0.16"" - 2.42""",,,," 35.6"" - 54.7"""," 63.0"" - 78.4""",,"0.97"" - 28.30""","124"" - 6481""","Hummingbird Gardens, Butterfly Gardens, Bee Gardens",Blue,,2138,https://inaturalist-open-data.s3.amazonaws.com/photos/116263/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Penstemon-heterophyllus-var.-australis-(Southern-Foothill-Penstemon)?srchcr=sc61b191ec81c14"
246,Festuca octoflora,Common Names: Six Week Fescue,Grasses,2 ft tall,,"3.0"" - 49.5""","0.14"" - 2.69""",Full Sun,,," 37.4"" - 60.4"""," 60.7"" - 88.7""",,"0.47"" - 40.10""","15"" - 6455""",,Brown,,476,https://inaturalist-open-data.s3.amazonaws.com/photos/12596373/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Festuca-octoflora-(Six-Weeks-Fescue)?srchcr=sc61b191ec81c14"
247,Lathyrus vestitus var. vestitus,"Common Names: Bolander's Pea, Pacific Pea",Perennial herb,,,"8.7"" - 78.1""","0.14"" - 2.69""","Full Sun, Part Shade",,," 34.8"" - 56.6"""," 58.4"" - 80.8""",,"0.01"" - 28.68""","-58"" - 6620""",,"White,  Lavender",Moderately Easy,5481,https://inaturalist-open-data.s3.amazonaws.com/photos/2381/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Lathyrus-vestitus-var.-vestitus-(Wild-Sweetpea)?srchcr=sc61b191ec81c14"
248,Amsinckia menziesii,"Common Names: Common Fiddleneck, Small-flower Fiddleneck, Smallflower Fiddleneck",Annual herb,0.7 - 3.9 ft tall,,"2.9"" - 96.8""","0.13"" - 3.60""",Full Sun,,," 28.0"" - 63.2"""," 54.3"" - 88.2""",,"0.36"" - 40.81""","-162"" - 7887""",,Yellow,Moderately Easy,7211,https://inaturalist-open-data.s3.amazonaws.com/photos/62837069/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Amsinckia-menziesii-(Menzies\'-Fiddleneck)?srchcr=sc61b191ec81c14"
249,Frangula californica ssp. californica,Botanical Names: Rhamnus californica ssp. californica,Shrub,5 - 16 ft tall,,"7.6"" - 156.3""","0.14"" - 5.90""","Full Sun,  Part Shade",,Prefers sandy or loamy soils.  Does not grow well in clay soils.," 33.2"" - 56.0"""," 53.6"" - 80.1""",,"0.03"" - 26.57""","-261"" - 7945""","Bank Stabilization, Hedges, Bird Gardens, Bee Gardens",Green,,8922,https://inaturalist-open-data.s3.amazonaws.com/photos/47390634/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Frangula-californica-ssp.-californica-(California-Coffeeberry)?srchcr=sc61b191ec81c14"
250,Pholistoma auritum,"Common Names: Arizona Fiestaflower, Blue Fiesta-flower, Desert Fiestaflower",Annual herb,0.7 - 3.9 ft tall,,"5.2"" - 65.6""","0.15"" - 2.83""","Full Sun, Part Shade",,," 32.4"" - 60.4"""," 57.9"" - 88.3""",,"0.47"" - 42.82""","-3814"" - 7635""",,,,2949,https://inaturalist-open-data.s3.amazonaws.com/photos/9171/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Pholistoma-auritum-(Blue-Fiestaflower)?srchcr=sc61b191ec81c14"
