,Plant Name,Other Names,Plant Type,Plant Size,Growing Zones,Rainfall,Summer Rainfall,Sun,Moisture,Soil,Coldest Month,Hottest Month,Cold Tolerance,Humidity,Elevation,Uses,Flower Color,Ease of Care,Sightings,Image,Calscape url
369,Lathyrus vestitus var. vestitus,"Common Names: Bolander's Pea, Pacific Pea",Perennial herb,,,"8.7"" - 78.1""","0.14"" - 2.69""","Full Sun, Part Shade",,," 34.8"" - 56.6"""," 58.4"" - 80.8""",,"0.01"" - 28.68""","-58"" - 6620""",,"White,  Lavender",Moderately Easy,5481,https://inaturalist-open-data.s3.amazonaws.com/photos/2381/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lathyrus-vestitus-var.-vestitus-(Wild-Sweetpea)?srchcr=sc61b1963eb5910"
370,Trifolium albopurpureum,"Botanical Names: Trifolium albopurpureum var. albopurpureumCommon Names: Branched Indian Clover, Rancheria Clover",Annual herb,6 in tall,,"5.8"" - 94.6""","0.12"" - 2.96""","Full Sun,  Part Shade",,," 31.9"" - 55.9"""," 53.6"" - 80.9""",,"0.09"" - 28.82""","7"" - 6920""",Bee Gardens,,,296,https://static.inaturalist.org/photos/1919126/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Trifolium-albopurpureum-(Indian-Clover)?srchcr=sc61b1963eb5910"
371,Salix exigua var. hindsiana,Botanical Names: Salix hindsiana,"Tree, Shrub",16.4 ft tall,,"3.9"" - 95.1""","0.14"" - 3.39""",Part Shade,,," 26.3"" - 58.0"""," 50.7"" - 87.2""",,"0.09"" - 38.85""","-13"" - 9914""","Bogs and Ponds, Bird Gardens, Butterfly Gardens, Bee Gardens","Cream,  Yellow",Moderately Easy,5368,https://inaturalist-open-data.s3.amazonaws.com/photos/440710/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Salix-exigua-var.-hindsiana-(Sandbar-Willow)?srchcr=sc61b1963eb5910"
372,Atriplex argentea var. expansa,Botanical Names: Atriplex argentea var. mohavensisCommon Names: Silverscale Saltbush,Annual herb,0.49 - 2.6 ft tall,,"5.2"" - 29.0""","0.12"" - 1.84""",Full Sun,,," 33.3"" - 57.6"""," 61.0"" - 80.9""",,"0.93"" - 32.04""","-7"" - 6770""",,,,53,https://inaturalist-open-data.s3.amazonaws.com/photos/203338/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Atriplex-argentea-var.-expansa-(Silverscale)?srchcr=sc61b1963eb5910"
373,Amsinckia menziesii,"Common Names: Common Fiddleneck, Small-flower Fiddleneck, Smallflower Fiddleneck",Annual herb,0.7 - 3.9 ft tall,,"2.9"" - 96.8""","0.13"" - 3.60""",Full Sun,,," 28.0"" - 63.2"""," 54.3"" - 88.2""",,"0.36"" - 40.81""","-162"" - 7887""",,Yellow,Moderately Easy,7211,https://inaturalist-open-data.s3.amazonaws.com/photos/62837069/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Amsinckia-menziesii-(Menzies\'-Fiddleneck)?srchcr=sc61b1963eb5910"
374,Pseudognaphalium stramineum,"Common Names: Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",Perennial herb,2.3 ft tall,,"2.5"" - 84.7""","0.15"" - 2.72""",Part Shade,,," 26.2"" - 60.0"""," 51.2"" - 88.4""",,"0.24"" - 40.56""","-228"" - 8369""",Butterfly Gardens,"Cream,  White",,1447,https://inaturalist-open-data.s3.amazonaws.com/photos/22769662/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pseudognaphalium-stramineum-(Chilean-Cudweed)?srchcr=sc61b1963eb5910"
375,Frangula californica ssp. californica,Botanical Names: Rhamnus californica ssp. californica,Shrub,5 - 16 ft tall,,"7.6"" - 156.3""","0.14"" - 5.90""","Full Sun,  Part Shade",,Prefers sandy or loamy soils.  Does not grow well in clay soils.," 33.2"" - 56.0"""," 53.6"" - 80.1""",,"0.03"" - 26.57""","-261"" - 7945""","Bank Stabilization, Hedges, Bird Gardens, Bee Gardens",Green,,8922,https://inaturalist-open-data.s3.amazonaws.com/photos/47390634/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Frangula-californica-ssp.-californica-(California-Coffeeberry)?srchcr=sc61b1963eb5910"
376,Euphorbia albomarginata,"Common Names: Rattlesnake Weed, Whitemargin Eupatorium, Whitemargin Euphorbia, Whitemargin Sandmat, Whitemargin Spurge","Perennial herb, Succulent",0.48 in tall,,"2.5"" - 28.9""","0.18"" - 2.71""",,,," 33.4"" - 59.8"""," 61.7"" - 89.5""",,"1.24"" - 47.01""","7"" - 7736""",,White,,2466,https://inaturalist-open-data.s3.amazonaws.com/photos/3213000/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Euphorbia-albomarginata-(Rattlesnake-Sandmat)?srchcr=sc61b1963eb5910"
377,Pholistoma auritum,"Common Names: Arizona Fiestaflower, Blue Fiesta-flower, Desert Fiestaflower",Annual herb,0.7 - 3.9 ft tall,,"5.2"" - 65.6""","0.15"" - 2.83""","Full Sun, Part Shade",,," 32.4"" - 60.4"""," 57.9"" - 88.3""",,"0.47"" - 42.82""","-3814"" - 7635""",,,,2949,https://inaturalist-open-data.s3.amazonaws.com/photos/9171/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pholistoma-auritum-(Blue-Fiestaflower)?srchcr=sc61b1963eb5910"
378,Malacothamnus davidsonii,"Common Names: Davidson's Bush Mallow, Davidson's Bushmallow",Shrub,9.8 - 16.4 ft tall,,"6.4"" - 38.2""","0.14"" - 1.97""",,,," 35.4"" - 56.0"""," 61.1"" - 81.8""",,"0.81"" - 33.13""","59"" - 8222""","Hummingbird Gardens, Bird Gardens, Butterfly Gardens",Pink,,257,https://inaturalist-open-data.s3.amazonaws.com/photos/247780/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Malacothamnus-davidsonii-(Davidson\'s-Bush-mallow)?srchcr=sc61b1963eb5910"
379,Pluchea odorata var. odorata,,"Perennial herb, Annual herb",4.9 ft tall,,"2.6"" - 26.4""","0.15"" - 1.73""",,,Prefers loamy or clay soils.  Grows poorly in sandy soils.," 36.8"" - 60.1"""," 64.0"" - 89.1""",,"1.12"" - 41.57""","-224"" - 4768""",,Purple,,5974,https://inaturalist-open-data.s3.amazonaws.com/photos/10633668/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pluchea-odorata-var.-odorata-(Saltmarsh-fleabane)?srchcr=sc61b1963eb5910"
380,Erigeron philadelphicus,"Common Names: Common Fleabane, Daisy Fleabane, Frost-root, Marsh Fleabane","Annual herb, Perennial herb",1.6 - 8.2 ft tall,"['USDA Zone 3a:  to -39.9 °C (-40 °F)', 'USDA Zone 3b: to -37.2 °C (-35 °F)', 'USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","2.0"" - 133.0""","0.16"" - 4.62""",,,Prefers loamy or clay soils.  Grows poorly in sandy soils.," 29.3"" - 60.9"""," 53.1"" - 88.9""",,"0.14"" - 47.23""","-74"" - 6834""",Bee Gardens,"White,  Yellow",,18649,https://inaturalist-open-data.s3.amazonaws.com/photos/13932511/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Erigeron-philadelphicus-(Philadelphia-Fleabane)?srchcr=sc61b1963eb5910"
381,Sesuvium verrucosum,"Common Names: Sea Purslane, Verrucose Sea-purslane, Verrucose Seapurslane, Western Seapurslane",Perennial herb,,,"2.2"" - 24.0""","0.15"" - 1.89""",,,," 35.2"" - 61.1"""," 65.2"" - 90.6""",,"0.76"" - 48.87""","-234"" - 4199""",,"Pink,  Orange,  Red",,660,https://inaturalist-open-data.s3.amazonaws.com/photos/477521/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Sesuvium-verrucosum-(Western-Sea-purslane)?srchcr=sc61b1963eb5910"
382,Chenopodium californicum,Common Names: Indian Lettuce,Perennial herb,0.7 - 3.3 ft tall,,"5.5"" - 51.2""","0.14"" - 2.95""",,,," 30.6"" - 57.3"""," 58.4"" - 80.6""",,"0.75"" - 30.73""","-3"" - 7481""",,Green,,937,https://inaturalist-open-data.s3.amazonaws.com/photos/127519552/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Chenopodium-californicum-(California-Goosefoot)?srchcr=sc61b1963eb5910"
383,Calystegia sepium,"Common Names: Bellbind, Bingham's False Bindweed, Bugle Vine, Granny-pop-out-of-bed, Heavenly Trumpets, Hedge Bindweed, Rutland Beauty","Perennial herb, Vine",6.6 - 13.1 ft tall,,"4.3"" - 30.5""","0.18"" - 0.67""",,,," 46.3"" - 55.7"""," 65.3"" - 83.6""",,"0.65"" - 37.28""","-7"" - 1380""",Bee Gardens,,,19725,https://inaturalist-open-data.s3.amazonaws.com/photos/4228216/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Calystegia-sepium-(Larger-Bindweed)?srchcr=sc61b1963eb5910"
384,Pholistoma auritum var. auritum,"Common Names: Blue Fiesta Flower, Blue Fiestaflower",Annual herb,0.7 - 3.9 ft tall,,"8.8"" - 46.6""","0.15"" - 2.43""","Full Sun, Part Shade",,," 32.4"" - 56.8"""," 57.9"" - 80.0""",,"0.47"" - 30.46""","14"" - 7635""",,,,2949,https://inaturalist-open-data.s3.amazonaws.com/photos/9171/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pholistoma-auritum-var.-auritum-(Fiesta-Flower)?srchcr=sc61b1963eb5910"
385,Lithophragma affine,"Common Names: Common Woodland Star, San Francisco Woodland-star",Perennial herb,0.33 - 2 ft tall,,"9.1"" - 117.4""","0.15"" - 3.43""","Full Sun, Part Shade",,," 31.1"" - 56.5"""," 57.4"" - 80.8""",,"0.42"" - 30.15""","7"" - 8079""",,"White,  Green,  Red",,1429,https://inaturalist-open-data.s3.amazonaws.com/photos/2747/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lithophragma-affine-(San-Francisco-Woodland-Star)?srchcr=sc61b1963eb5910"
386,Cyperus esculentus,"Common Names: Chufa Flatsedge, Earth Almond, Nut Grass, Tiger Nut Sedge, Yellow Nutsedge",Grasses,8.4 in tall,"['USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)']","2.6"" - 52.2""","0.13"" - 1.39""",,,"Adaptable, tolerant of sand, loam and clay"," 37.1"" - 59.2"""," 61.8"" - 89.1""",,"0.49"" - 40.24""","-119"" - 4257""",,Green,,3699,https://inaturalist-open-data.s3.amazonaws.com/photos/54085350/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cyperus-esculentus-(Chufa-Sedge)?srchcr=sc61b1963eb5910"
387,Bowlesia incana,Common Names: Hairy Bowlesia,Annual herb,,,"4.3"" - 42.0""","0.15"" - 2.93""",,,," 40.3"" - 60.4"""," 60.0"" - 86.4""",,"0.43"" - 38.58""","-3"" - 5290""",,"Yellow,  Green",,2189,https://inaturalist-open-data.s3.amazonaws.com/photos/128744293/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Bowlesia-incana-(Hoary-Bowlesia)?srchcr=sc61b1963eb5910"
388,Crassula connata,"Common Names: Pygmy Stonecrop, Sand Pygmyweed","Annual herb, Succulent",0.8 - 4 in tall,,"3.3"" - 59.6""","0.14"" - 2.67""",,,," 39.8"" - 58.4"""," 58.1"" - 88.0""",,"0.40"" - 38.65""","-22"" - 5459""",,,,1715,https://inaturalist-open-data.s3.amazonaws.com/photos/3193770/small.JPG,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Crassula-connata-(Pygmy-weed)?srchcr=sc61b1963eb5910"
389,Pseudognaphalium ramosissimum,Common Names: 0,Perennial herb,,,"10.2"" - 59.6""","0.15"" - 1.22""",,,," 44.2"" - 55.7"""," 57.2"" - 79.0""",,"0.03"" - 24.31""","-62"" - 4182""",,"Cream,  White",,407,https://inaturalist-open-data.s3.amazonaws.com/photos/4162508/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pseudognaphalium-ramosissimum-(Pink-Cudweed)?srchcr=sc61b1963eb5910"
390,Phyla lanceolata,Common Names: Frogfruit,Perennial herb,1.2 in tall,,"3.2"" - 35.7""","0.17"" - 0.55""",,,," 41.0"" - 56.4"""," 68.2"" - 85.3""",,"1.03"" - 41.19""","-7"" - 1418""",,,,2799,https://inaturalist-open-data.s3.amazonaws.com/photos/19521403/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Phyla-lanceolata-(Lanceleaf-Fogfruit)?srchcr=sc61b1963eb5910"
391,Lonicera subspicata var. denudata,"Common Names: Johnston's Honeysuckle, Southern Honeysuckle",Shrub,8 ft tall20 ft wide,,"8.3"" - 62.9""","0.14"" - 2.83""","Part Shade, Full Sun",,Tolerant of a variety of soils including clay and decomposed granite.. Soil PH: 5.0 - 7.6," 37.8"" - 56.5"""," 60.3"" - 81.1""",Tolerates cold to 10° F,"0.71"" - 29.91""","16"" - 8079""","Hedges, Hummingbird Gardens, Bird Gardens","Cream,  White,  Yellow",,2939,https://inaturalist-open-data.s3.amazonaws.com/photos/56253200/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lonicera-subspicata-var.-denudata-(Santa-Barbara-Honeysuckle)?srchcr=sc61b1963eb5910"
392,Castilleja foliolosa,"Common Names: Texas Indian Paintbrush, Woolly Indian Paintbrush, Woolly Paintbrush","Perennial herb, Annual herb",2 ft tall2 ft wide,,"2.7"" - 63.8""","0.15"" - 2.84""",Full Sun,,Soil PH: 6.0 - 8.0," 38.5"" - 58.8"""," 58.6"" - 88.5""",Tolerates cold to 15° F,"0.63"" - 39.01""","-304"" - 8079""",Butterfly Gardens,"Red,  Yellow,  White,  Orange,  Green",,4090,https://inaturalist-open-data.s3.amazonaws.com/photos/6644120/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Castilleja-foliolosa-(Texas-Paintbrush)?srchcr=sc61b1963eb5910"
393,Eclipta prostrata,"Common Names: Bhringraj, Yerba De Tago",Annual herb,3.3 ft tall,,"2.6"" - 37.2""","0.14"" - 2.02""",Full Sun,,"Adaptable, tolerant of sand, loam and clay"," 41.6"" - 63.7"""," 65.2"" - 89.5""",,"0.97"" - 40.15""","-224"" - 4371""",,White,,5606,https://inaturalist-open-data.s3.amazonaws.com/photos/733568/small.JPG,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Eclipta-prostrata-(False-Daisy)?srchcr=sc61b1963eb5910"
394,Cordylanthus rigidus,Common Names: Seaside Bird's Beak,Annual herb,1 - 5 ft tall,,"6.5"" - 59.1""","0.15"" - 2.95""",Part Shade,,," 29.1"" - 56.0"""," 51.7"" - 82.0""",,"0.47"" - 32.72""","4"" - 8779""",,,,1190,https://inaturalist-open-data.s3.amazonaws.com/photos/13044/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cordylanthus-rigidus-(Stiffbranch-Bird\'s-Beak)?srchcr=sc61b1963eb5910"
395,Equisetum telmateia,,Fern,1 - 4.9 ft tall,,"6.0"" - 121.2""","0.13"" - 3.59""","Shade, Part Shade",,," 27.9"" - 57.1"""," 57.6"" - 79.6""",,"0.01"" - 26.19""","-3"" - 7950""","Bogs and Ponds, Bird Gardens",,,11275,https://inaturalist-open-data.s3.amazonaws.com/photos/61787663/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Equisetum-telmateia-(Giant-Horsetail)?srchcr=sc61b1963eb5910"
396,Trichostema lanceolatum,"Common Names: Camphor Weed, For The Plant, Terpentine Weed, Vinegar Weed",Annual herb,3.3 ft tall,,"5.8"" - 117.4""","0.12"" - 3.43""",Full Sun,,," 35.4"" - 57.2"""," 56.1"" - 80.6""",,"0.09"" - 29.14""","15"" - 6498""",Bee Gardens,"Green,  Purple,  Blue",,2517,https://static.inaturalist.org/photos/54814244/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Trichostema-lanceolatum-(Vinegarweed)?srchcr=sc61b1963eb5910"
397,Castilleja affinis,"Common Names: Coast Indian Paintbrush, Soft-leaved Indian Paintbrush, Softleaf Indian Paintbrush","Perennial herb, Annual herb",2 ft tall,,"6.5"" - 153.2""","0.14"" - 5.92""",Full Sun,,Rocky soil with sand.. Soil PH: 5.5 - 8.2," 29.5"" - 57.3"""," 52.0"" - 80.9""",Tolerates cold to 5° F,"0.02"" - 29.36""","-253"" - 9540""",Butterfly Gardens,"Orange,  Red,  Yellow",Very Difficult,4227,https://static.inaturalist.org/photos/85180322/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Castilleja-affinis-(Indian-Paintbrush)?srchcr=sc61b1963eb5910"
398,Lythrum californicum,Common Names: California Loosestrife,Perennial herb,0.7 - 2 ft tall,,"2.3"" - 59.6""","0.15"" - 1.93""",Part Shade,,," 34.0"" - 60.7"""," 61.4"" - 90.2""",,"0.47"" - 48.25""","-148"" - 6112""",,Purple,,531,https://inaturalist-open-data.s3.amazonaws.com/photos/171732/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lythrum-californicum-(Common-Loosestrife)?srchcr=sc61b1963eb5910"
399,Eleocharis acicularis,"Common Names: Dwarf Hairgrass, Needle Spikerush",Grasses,5.9 - 8.4 in tall,,"2.6"" - 115.0""","0.13"" - 3.43""","Full Sun,  Part Shade",,Prefers loamy or clay soils.  Grows poorly in sandy soils.," 20.2"" - 58.4"""," 44.7"" - 88.8""",,"0.09"" - 39.38""","-234"" - 10562""",Bird Gardens,White,,857,https://inaturalist-open-data.s3.amazonaws.com/photos/89825842/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Eleocharis-acicularis-(Spike-Rush)?srchcr=sc61b1963eb5910"
400,Eulobus californicus,"Botanical Names: Camissonia californicaCommon Names: California Primrose, California Suncup",Annual herb,0.07 - 4.9 ft tall,,"2.7"" - 33.8""","0.14"" - 2.67""",Full Sun,,," 33.7"" - 59.0"""," 64.6"" - 88.7""",,"0.73"" - 39.08""","0"" - 6112""",,"Yellow,  Red",,2136,https://inaturalist-open-data.s3.amazonaws.com/photos/276160/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Eulobus-californicus-(California-Sun-Cup)?srchcr=sc61b1963eb5910"
401,Epilobium brachycarpum,"Botanical Names: Epilobium paniculatum var. jucundumCommon Names: Annual Fireweed, Autumn Willowweed, Panicled Willow-herb, Panicled Willowherb, Tall Annual Willowherb, Tall Fir, Tall Willowherb",Annual herb,0.7 - 7 ft tall,,"5.9"" - 127.1""","0.14"" - 3.86""","Full Sun,  Part Shade",,," 25.6"" - 55.4"""," 48.7"" - 81.0""",,"0.28"" - 29.42""","3"" - 9233""","Bird Gardens, Hummingbird Gardens",Purple,,2106,https://inaturalist-open-data.s3.amazonaws.com/photos/23989929/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Epilobium-brachycarpum-(Panicled-Willow-Herb)?srchcr=sc61b1964136472"
402,Brickellia nevinii,Common Names: Nevin's Brickellia,Shrub,9.8 - 16.4 ft tall,,"5.9"" - 41.8""","0.21"" - 1.88""",Full Sun,,," 38.9"" - 55.8"""," 62.6"" - 79.1""",,"1.47"" - 29.78""","191"" - 6049""",,Cream,,144,https://static.inaturalist.org/photos/144820/small.JPG,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Brickellia-nevinii-(Nevin\'s-Brickellbush)?srchcr=sc61b1964136472"
403,Calyptridium monandrum,"Common Names: Common Pussypaws, Sandcress",Annual Herb,7.2 in tall,,"3.2"" - 51.3""","0.15"" - 3.07""",Full Sun,,," 27.5"" - 59.9"""," 50.2"" - 88.3""",,"0.84"" - 40.59""","7"" - 8732""",Butterfly Gardens,"Pink,  Red",,694,https://static.inaturalist.org/photos/211687/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Calyptridium-monandrum-(Pussy-Paws)?srchcr=sc61b1964136472"
404,Navarretia atractyloides,Common Names: Hollyleaf Pincushionplant,Annual herb,0.16 - 1 ft tall,,"8.8"" - 57.3""","0.14"" - 2.28""",Full Sun,,," 35.5"" - 56.2"""," 58.8"" - 80.8""",,"0.41"" - 29.42""","22"" - 7541""",,,,235,https://inaturalist-open-data.s3.amazonaws.com/photos/102472829/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Navarretia-atractyloides-(Holly-Leaf-Navarretia)?srchcr=sc61b1964136472"
405,Astragalus gambelianus,Common Names: Gambel's Dwarf Milkvetch,Annual herb,0.8 - 11.8 in tall,,"6.8"" - 78.1""","0.15"" - 1.60""",Full Sun,,," 34.3"" - 57.0"""," 62.7"" - 80.9""",,"0.62"" - 28.72""","7"" - 5191""",,"White,  Purple",,269,https://inaturalist-open-data.s3.amazonaws.com/photos/305965/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Astragalus-gambelianus-(Gambel\'s-Dwarf-Milk-Vetch)?srchcr=sc61b1964136472"
406,Galium porrigens,"Common Names: Climbing Bedstraw, Graceful Bedstraw","Perennial herb, Vine",5 ft tall,,"9.5"" - 88.9""","0.14"" - 2.96""","Full Sun,  Part Shade",,," 28.1"" - 55.5"""," 52.3"" - 80.0""",,"0.09"" - 28.98""","1"" - 8250""",,Purple,,961,https://inaturalist-open-data.s3.amazonaws.com/photos/3223327/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Galium-porrigens-(Nuttall\'s-Bedstraw)?srchcr=sc61b1964136472"
407,Azolla filiculoides,"Common Names: Fern Azolla, Pacific Azolla, Pacific Mosquitofern",Fern,2.4 in tall,,"4.7"" - 59.9""","0.15"" - 2.23""",Full Sun,,," 28.5"" - 56.3"""," 59.6"" - 83.8""",,"0.18"" - 37.62""","-11"" - 7097""",Bogs and Ponds,,Moderately Easy,1676,https://inaturalist-open-data.s3.amazonaws.com/photos/12776/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Azolla-filiculoides-(Mosquito-Fern)?srchcr=sc61b1964136472"
408,Ceanothus megacarpus var. megacarpus,Botanical Names: Ceanothus megacarpus var. pendulus,Shrub,9.8 - 13 ft tall,,"9.0"" - 35.1""","0.13"" - 0.79""",Full Sun,,," 42.0"" - 56.5"""," 63.6"" - 80.4""",,"0.74"" - 26.82""","1"" - 4182""","Bank Stabilization, Bird Gardens, Butterfly Gardens, Bee Gardens","White,  Lavender",Moderately Easy,846,https://inaturalist-open-data.s3.amazonaws.com/photos/156706/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Ceanothus-megacarpus-var.-megacarpus-(Bigpod-Ceanothus)?srchcr=sc61b1964136472"
409,Phacelia longipes,Common Names: Longstalk Scorpionweed,Annual herb,0.33 - 1.3 ft tall,,"3.1"" - 52.2""","0.15"" - 2.66""","Full Sun,  Part Shade",,," 33.4"" - 59.1"""," 53.4"" - 88.6""",,"1.33"" - 39.11""","58"" - 10045""","Butterfly Gardens, Bee Gardens",Pink,,118,https://inaturalist-open-data.s3.amazonaws.com/photos/34140/small.jpg?1545410988,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Phacelia-longipes-(Longstalk-Phacelia)?srchcr=sc61b1964136472"
410,Quercus agrifolia var. agrifolia,Common Names: California Live Oak,Tree,19.7 - 82 ft tall40 ft wide,,"6.4"" - 54.8""","0.14"" - 2.13""","Full Sun,  Part Shade",,," 38.5"" - 55.4"""," 61.4"" - 80.5""",,"0.47"" - 32.60""","3"" - 5742""","Bank Stabilization, Bird Gardens, Butterfly Gardens","Cream,  Green",,24158,https://inaturalist-open-data.s3.amazonaws.com/photos/18734097/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Quercus-agrifolia-var.-agrifolia-(Coast-Live-Oak)?srchcr=sc61b1964136472"
411,Mimulus fremontii,Common Names: Frmont's Monkeyflower,Annual herb,0.36 - 8.4 in tall,,"3.0"" - 50.3""","0.13"" - 3.14""",Part Shade,,," 33.2"" - 56.5"""," 56.9"" - 87.8""",,"0.67"" - 38.88""","159"" - 9600""","Hummingbird Gardens, Butterfly Gardens, Bee Gardens",Pink,,266,https://inaturalist-open-data.s3.amazonaws.com/photos/3944206/small.jpg?1465369617,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Mimulus-fremontii-(Fremont\'s-Monkeyflower)?srchcr=sc61b1964136472"
412,Antirrhinum kelloggii,"Common Names: Climbing Snapdragon, Kellogg's Snapdragon, Lax Snapdragon",Annual herb,0.23 - 3 ft tall,,"10.3"" - 59.6""","0.14"" - 1.88""","Full Sun,  Part Shade,  Full Shade",,," 29.7"" - 56.1"""," 55.0"" - 80.5""",,"0.47"" - 27.73""","7"" - 7151""","Hummingbird Gardens, Bee Gardens","Purple,  Lavender",,338,https://inaturalist-open-data.s3.amazonaws.com/photos/16969680/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Antirrhinum-kelloggii-(Kelloggs\'-Snapdragon)?srchcr=sc61b1964136472"
